"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.385032938E1,-1.232303679E-1,-1.339980662E-1,9.940383911E0,9.942050770E0
1.385283474E1,-9.930214286E-2,-8.135596663E-2,9.921240807E0,9.922071298E0
1.385534021E1,-8.973085135E-2,-8.614161611E-2,9.935597420E0,9.936376004E0
1.385784854E1,-9.451649338E-2,-1.387837082E-1,9.892526627E0,9.893951553E0
1.386035401E1,-7.537391037E-2,-1.052841991E-1,9.926026344E0,9.926870855E0
1.386285938E1,-1.040877849E-1,-1.292124242E-1,9.916455269E0,9.917843274E0
1.386536484E1,-1.519442350E-1,-1.196411327E-1,9.902098656E0,9.903987017E0
1.386787031E1,-1.136590764E-1,-1.004985496E-1,9.926026344E0,9.927185771E0
1.387037578E1,-5.144568533E-2,-1.196411327E-1,9.949954987E0,9.950807248E0
1.387288146E1,-1.280160099E-1,-1.292124242E-1,9.959526062E0,9.961186843E0
1.387539490E1,-1.328016520E-1,-1.196411327E-1,9.916455269E0,9.918066111E0
1.387790057E1,-1.136590764E-1,-1.531406492E-1,9.945169449E0,9.946997829E0
1.388040625E1,-7.058826834E-2,-1.292124242E-1,9.935597420E0,9.936688314E0
1.388291193E1,-1.088734269E-1,-1.100698411E-1,9.911669731E0,9.912878777E0
1.388541766E1,-1.088734269E-1,-1.196411327E-1,9.940383911E0,9.941700042E0
1.388792333E1,-9.451649338E-2,-1.244267747E-1,9.902098656E0,9.903331418E0
1.389043016E1,-1.184447184E-1,-1.196411327E-1,9.945169449E0,9.946594318E0
1.389297344E1,-1.088734269E-1,-9.092725813E-2,9.954740524E0,9.955751107E0
1.389548026E1,-8.973085135E-2,-1.244267747E-1,9.935597420E0,9.936781659E0
1.389798703E1,-1.471585929E-1,-1.100698411E-1,9.911669731E0,9.913373184E0
1.390049385E1,-7.058826834E-2,-1.100698411E-1,9.887741089E0,9.888605661E0
1.390300068E1,-9.930214286E-2,-1.100698411E-1,9.897313118E0,9.898423270E0
1.390550745E1,-1.040877849E-1,-1.292124242E-1,9.959526062E0,9.960908066E0
1.390801323E1,-8.973085135E-2,-1.052841991E-1,9.926026344E0,9.926990248E0
1.391051896E1,-8.015955985E-2,-1.579262912E-1,9.926026344E0,9.927606220E0
1.391302573E1,-8.973085135E-2,-1.148554832E-1,9.978668213E0,9.979732597E0
1.391553245E1,-1.280160099E-1,-8.135596663E-2,9.926026344E0,9.927185194E0
1.391803922E1,-6.580262631E-2,-1.196411327E-1,9.882955551E0,9.883898746E0
1.392054594E1,-8.494520187E-2,-1.244267747E-1,9.902098656E0,9.903244695E0
1.392305245E1,-1.040877849E-1,-9.092725813E-2,9.935597420E0,9.936558666E0
1.392555125E1,-8.015955985E-2,-1.339980662E-1,9.940383911E0,9.941610198E0
1.392805776E1,-8.973085135E-2,-1.339980662E-1,9.911669731E0,9.912981588E0
1.393056427E1,-8.973085135E-2,-1.148554832E-1,9.940383911E0,9.941452394E0
1.393307073E1,-8.015955985E-2,-8.135596663E-2,9.949954987E0,9.950610463E0
1.393557724E1,-7.058826834E-2,-1.052841991E-1,9.887741089E0,9.888553550E0
1.393808370E1,-8.973085135E-2,-9.571290761E-2,9.954740524E0,9.955605029E0
1.394059068E1,-1.280160099E-1,-1.196411327E-1,9.906884193E0,9.908433606E0
1.394311250E1,-1.184447184E-1,-1.004985496E-1,9.906884193E0,9.908101914E0
1.394561948E1,-1.232303679E-1,-1.244267747E-1,9.930811882E0,9.932355832E0
1.394812641E1,-8.015955985E-2,-1.244267747E-1,9.902098656E0,9.903204803E0
1.395063339E1,-1.471585929E-1,-1.483550072E-1,9.921240807E0,9.923441137E0
1.395314037E1,-1.280160099E-1,-9.571290761E-2,9.930811882E0,9.932098152E0
1.395564729E1,-9.451649338E-2,-1.148554832E-1,9.949954987E0,9.951066746E0
1.395815359E1,-9.930214286E-2,-1.387837082E-1,9.921240807E0,9.922708349E0
1.396063906E1,-1.040877849E-1,-1.196411327E-1,9.940383911E0,9.941648785E0
1.396314536E1,-7.537391037E-2,-1.339980662E-1,9.940383911E0,9.941572763E0
1.396565167E1,-7.058826834E-2,-1.244267747E-1,9.935597420E0,9.936627235E0
1.396815797E1,-1.136590764E-1,-1.292124242E-1,9.940383911E0,9.941873392E0
1.397066432E1,-9.930214286E-2,-1.387837082E-1,9.949954987E0,9.951418294E0
1.397317115E1,-8.015955985E-2,-8.614161611E-2,9.945169449E0,9.945865538E0
1.397568578E1,-1.040877849E-1,-1.244267747E-1,9.949954987E0,9.951277331E0
1.397820042E1,-1.423729509E-1,-9.092725813E-2,9.906884193E0,9.908324391E0
1.398070724E1,-7.058826834E-2,-9.571290761E-2,9.940383911E0,9.941095310E0
1.398321406E1,-9.930214286E-2,-1.387837082E-1,9.935597420E0,9.937062842E0
1.398572089E1,-9.930214286E-2,-8.614161611E-2,9.906884193E0,9.907756341E0
1.398822776E1,-1.040877849E-1,-9.571290761E-2,9.906884193E0,9.907893300E0
1.399073531E1,-1.328016520E-1,-1.052841991E-1,9.930811882E0,9.932257834E0
1.399325458E1,-1.184447184E-1,-9.571290761E-2,9.926026344E0,9.927194422E0
1.399577380E1,-8.494520187E-2,-1.339980662E-1,9.911669731E0,9.912939424E0
1.399828135E1,-9.930214286E-2,-9.092725813E-2,9.959526062E0,9.960436138E0
1.400078896E1,-8.015955985E-2,-1.004985496E-1,9.930811882E0,9.931643880E0
1.400329651E1,-8.494520187E-2,-1.052841991E-1,9.935597420E0,9.936518331E0
1.400580406E1,-9.451649338E-2,-1.339980662E-1,9.945169449E0,9.946521212E0
1.400831094E1,-1.136590764E-1,-1.148554832E-1,9.954740524E0,9.956051882E0
1.401079656E1,-1.040877849E-1,-1.100698411E-1,9.926026344E0,9.927182310E0
1.401330344E1,-1.040877849E-1,-1.004985496E-1,9.906884193E0,9.907940687E0
1.401581031E1,-1.232303679E-1,-1.435693651E-1,9.926026344E0,9.927829414E0
1.401831719E1,-8.015955985E-2,-1.100698411E-1,9.921240807E0,9.922175168E0
1.402082406E1,-1.184447184E-1,-7.657032460E-2,9.940383911E0,9.941384434E0
1.402333099E1,-1.232303679E-1,-1.004985496E-1,9.916455269E0,9.917730122E0
1.402583719E1,-8.973085135E-2,-8.135596663E-2,9.949954987E0,9.950692170E0
1.402831583E1,-1.232303679E-1,-1.052841991E-1,9.921240807E0,9.922564670E0
1.403082203E1,-8.973085135E-2,-1.052841991E-1,9.906884193E0,9.907849959E0
1.403332823E1,-8.973085135E-2,-1.292124242E-1,9.921240807E0,9.922487925E0
1.403583438E1,-1.040877849E-1,-7.657032460E-2,9.959526062E0,9.960364284E0
1.403834057E1,-7.537391037E-2,-1.244267747E-1,9.921240807E0,9.922307312E0
1.404084677E1,-9.930214286E-2,-1.435693651E-1,9.930811882E0,9.932346033E0
1.404335297E1,-8.973085135E-2,-1.244267747E-1,9.926026344E0,9.927211725E0
1.404585917E1,-1.328016520E-1,-1.100698411E-1,9.926026344E0,9.927524900E0
1.404836620E1,-9.930214286E-2,-9.092725813E-2,9.911669731E0,9.912584201E0
1.405090010E1,-7.537391037E-2,-1.292124242E-1,9.940383911E0,9.941509411E0
1.405340714E1,-9.451649338E-2,-1.196411327E-1,9.935597420E0,9.936767254E0
1.405591412E1,-9.451649338E-2,-1.148554832E-1,9.906884193E0,9.908000786E0
1.405842104E1,-1.232303679E-1,-1.292124242E-1,9.945169449E0,9.946772187E0
1.406092807E1,-1.088734269E-1,-8.614161611E-2,9.930811882E0,9.931782239E0
1.406343505E1,-1.184447184E-1,-8.614161611E-2,9.892526627E0,9.893610695E0
1.406594198E1,-1.232303679E-1,-9.092725813E-2,9.940383911E0,9.941563549E0
1.406844719E1,-1.040877849E-1,-8.614161611E-2,9.926026344E0,9.926945836E0
1.407095412E1,-7.058826834E-2,-8.614161611E-2,9.930811882E0,9.931436337E0
1.407346104E1,-9.451649338E-2,-9.092725813E-2,9.949954987E0,9.950819332E0
1.407596797E1,-8.015955985E-2,-1.052841991E-1,9.940383911E0,9.941264639E0
1.407847495E1,-1.088734269E-1,-1.627119333E-1,9.959526062E0,9.961450094E0
1.408098193E1,-9.930214286E-2,-1.292124242E-1,9.945169449E0,9.946504518E0
1.408353193E1,-6.580262631E-2,-1.100698411E-1,9.911669731E0,9.912499292E0
1.408608193E1,-9.930214286E-2,-1.339980662E-1,9.926026344E0,9.927427430E0
1.408859167E1,-9.451649338E-2,-9.571290761E-2,9.964311600E0,9.965219515E0
1.409111870E1,-1.280160099E-1,-1.196411327E-1,9.868598938E0,9.870154360E0
1.409364573E1,-8.973085135E-2,-1.148554832E-1,9.949954987E0,9.951022442E0
1.409615547E1,-1.232303679E-1,-9.571290761E-2,9.926026344E0,9.927252675E0
1.409866526E1,-8.015955985E-2,-1.148554832E-1,9.949954987E0,9.950940738E0
1.410117500E1,-1.088734269E-1,-9.092725813E-2,9.926026344E0,9.927039850E0
1.410368474E1,-1.423729509E-1,-1.052841991E-1,9.921240807E0,9.922820867E0
1.410613474E1,-1.088734269E-1,-1.100698411E-1,9.969097137E0,9.970299220E0
1.410858474E1,-9.930214286E-2,-1.244267747E-1,9.897313118E0,9.898593329E0
1.411103474E1,-9.930214286E-2,-1.004985496E-1,9.921240807E0,9.922246722E0
1.411353958E1,-8.494520187E-2,-1.339980662E-1,9.926026344E0,9.927294201E0
1.411604135E1,-8.494520187E-2,-1.244267747E-1,9.969097137E0,9.970235476E0
1.411854620E1,-7.058826834E-2,-1.387837082E-1,9.911669731E0,9.912892639E0
1.412105104E1,-1.184447184E-1,-1.196411327E-1,9.945169449E0,9.946594318E0
1.412355568E1,-1.136590764E-1,-1.292124242E-1,9.930811882E0,9.932302798E0
1.412605469E1,-1.088734269E-1,-1.100698411E-1,9.978668213E0,9.979869142E0
1.412855932E1,-1.328016520E-1,-1.339980662E-1,9.935597420E0,9.937388382E0
1.413106396E1,-1.232303679E-1,-1.387837082E-1,9.993025780E0,9.994749165E0
1.413356859E1,-1.184447184E-1,-1.387837082E-1,9.940383911E0,9.942058256E0
1.413607328E1,-9.930214286E-2,-1.052841991E-1,9.897313118E0,9.898371211E0
1.413857792E1,-1.375873089E-1,-1.004985496E-1,9.926026344E0,9.927488565E0
1.414108339E1,-1.280160099E-1,-1.435693651E-1,9.906884193E0,9.908751419E0
1.414361531E1,-7.058826834E-2,-1.148554832E-1,9.930811882E0,9.931726895E0
1.414612078E1,-1.232303679E-1,-1.004985496E-1,9.921240807E0,9.922515045E0
1.414862620E1,-1.040877849E-1,-1.196411327E-1,9.926026344E0,9.927293048E0
1.415113167E1,-8.494520187E-2,-1.004985496E-1,9.921240807E0,9.922113423E0
1.415363714E1,-9.930214286E-2,-1.100698411E-1,9.921240807E0,9.922348282E0
1.415618714E1,-1.040877849E-1,-1.244267747E-1,9.945169449E0,9.946492430E0
1.415873714E1,-1.040877849E-1,-1.004985496E-1,9.911669731E0,9.912725714E0
1.416128714E1,-1.184447184E-1,-8.614161611E-2,9.916455269E0,9.917536722E0
1.416379646E1,-1.232303679E-1,-9.571290761E-2,9.916455269E0,9.917682783E0
1.416633359E1,-1.136590764E-1,-9.092725813E-2,9.916455269E0,9.917523443E0
1.416884292E1,-1.280160099E-1,-9.092725813E-2,9.902098656E0,9.903343559E0
1.417135224E1,-1.375873089E-1,-1.052841991E-1,9.930811882E0,9.932322974E0
1.417386156E1,-1.280160099E-1,-1.004985496E-1,9.935597420E0,9.936930318E0
1.417637088E1,-8.015955985E-2,-1.148554832E-1,9.964311600E0,9.965295931E0
1.417888021E1,-9.451649338E-2,-1.196411327E-1,9.878170013E0,9.879346648E0
1.418138870E1,-7.537391037E-2,-1.244267747E-1,9.930811882E0,9.931877360E0
1.418386162E1,-8.015955985E-2,-9.092725813E-2,9.954740524E0,9.955478503E0
1.418637010E1,-1.088734269E-1,-1.148554832E-1,9.921240807E0,9.922502928E0
1.418887859E1,-7.537391037E-2,-1.244267747E-1,9.930811882E0,9.931877360E0
1.419138703E1,-1.375873089E-1,-1.387837082E-1,9.926026344E0,9.927949948E0
1.419389552E1,-8.015955985E-2,-8.614161611E-2,9.940383911E0,9.941080335E0
1.419640401E1,-1.136590764E-1,-8.614161611E-2,9.930811882E0,9.931835852E0
1.419891250E1,-9.451649338E-2,-8.614161611E-2,9.911669731E0,9.912494671E0
1.420142099E1,-1.136590764E-1,-1.196411327E-1,9.926026344E0,9.927398016E0
1.420387099E1,-1.232303679E-1,-1.196411327E-1,9.911669731E0,9.913157750E0
1.420632104E1,-1.136590764E-1,-1.004985496E-1,9.949954987E0,9.951111625E0
1.420877104E1,-1.088734269E-1,-1.052841991E-1,9.916455269E0,9.917611773E0
1.421127573E1,-1.088734269E-1,-1.244267747E-1,9.969097137E0,9.970468052E0
1.421378037E1,-9.451649338E-2,-1.004985496E-1,9.945169449E0,9.946126316E0
1.421628505E1,-1.040877849E-1,-8.614161611E-2,9.906884193E0,9.907805462E0
1.421878974E1,-1.088734269E-1,-1.100698411E-1,9.902098656E0,9.903308870E0
1.422129443E1,-1.088734269E-1,-1.531406492E-1,9.906884193E0,9.908665899E0
1.422379912E1,-8.973085135E-2,-1.387837082E-1,9.949954987E0,9.951327388E0
1.422630380E1,-1.040877849E-1,-1.100698411E-1,9.921240807E0,9.922397330E0
1.422880865E1,-7.537391037E-2,-1.292124242E-1,9.935597420E0,9.936723462E0
1.423132021E1,-8.494520187E-2,-1.148554832E-1,9.940383911E0,9.941410351E0
1.423382505E1,-1.232303679E-1,-1.339980662E-1,9.930811882E0,9.932480347E0
1.423632990E1,-1.088734269E-1,-1.387837082E-1,9.906884193E0,9.908454408E0
1.423883469E1,-1.375873089E-1,-1.004985496E-1,9.882955551E0,9.884424144E0
1.424133953E1,-1.184447184E-1,-7.178468257E-2,9.940383911E0,9.941348726E0
1.424384438E1,-8.973085135E-2,-1.052841991E-1,9.897313118E0,9.898279817E0
1.424634922E1,-7.537391037E-2,-1.435693651E-1,9.926026344E0,9.927350723E0
1.424885406E1,-1.040877849E-1,-1.052841991E-1,9.945169449E0,9.946271382E0
1.425135870E1,-7.537391037E-2,-9.092725813E-2,9.935597420E0,9.936299365E0
1.425385698E1,-1.088734269E-1,-1.148554832E-1,9.940383911E0,9.941643602E0
1.425636162E1,-8.494520187E-2,-9.092725813E-2,9.882955551E0,9.883738861E0
1.425886625E1,-9.451649338E-2,-1.196411327E-1,9.906884193E0,9.908057418E0
1.426137089E1,-7.537391037E-2,-1.244267747E-1,9.916455269E0,9.917522289E0
1.426387552E1,-1.567298770E-1,-1.196411327E-1,9.964311600E0,9.966262284E0
1.426638016E1,-8.973085135E-2,-1.483550072E-1,9.935597420E0,9.937110089E0
1.426888500E1,-9.451649338E-2,-1.292124242E-1,9.930811882E0,9.932102187E0
1.427139599E1,-1.184447184E-1,-1.148554832E-1,9.916455269E0,9.917827687E0
1.427390083E1,-9.930214286E-2,-1.339980662E-1,9.930811882E0,9.932212293E0
1.427640562E1,-8.494520187E-2,-1.052841991E-1,9.959526062E0,9.960444761E0
1.427891042E1,-1.375873089E-1,-1.100698411E-1,9.949954987E0,9.951514954E0
1.428141526E1,-9.930214286E-2,-7.178468257E-2,9.940383911E0,9.941139082E0
1.428392010E1,-8.973085135E-2,-9.092725813E-2,9.926026344E0,9.926848361E0
1.428642469E1,-1.423729509E-1,-1.196411327E-1,9.954740524E0,9.956477438E0
1.428892203E1,-7.537391037E-2,-1.100698411E-1,9.911669731E0,9.912567450E0
1.429142662E1,-1.136590764E-1,-1.244267747E-1,9.945169449E0,9.946597196E0
1.429393115E1,-1.040877849E-1,-1.244267747E-1,9.949954987E0,9.951277331E0
1.429643573E1,-1.136590764E-1,-1.196411327E-1,9.930811882E0,9.932182893E0
1.429894037E1,-1.471585929E-1,-1.292124242E-1,9.930811882E0,9.932742629E0
1.430144495E1,-9.930214286E-2,-1.148554832E-1,9.911669731E0,9.912832570E0
1.430394917E1,-1.184447184E-1,-1.435693651E-1,9.921240807E0,9.922986469E0
1.430644073E1,-8.015955985E-2,-1.100698411E-1,9.911669731E0,9.912604995E0
1.430894495E1,-9.930214286E-2,-1.148554832E-1,9.878170013E0,9.879336795E0
1.431144912E1,-1.040877849E-1,-1.148554832E-1,9.959526062E0,9.960732173E0
1.431395333E1,-9.930214286E-2,-1.483550072E-1,9.935597420E0,9.937201126E0
1.431645750E1,-1.136590764E-1,-1.196411327E-1,9.949954987E0,9.951323360E0
1.431900750E1,-9.451649338E-2,-7.178468257E-2,9.973882675E0,9.974588815E0
1.432155750E1,-1.088734269E-1,-1.196411327E-1,9.945169449E0,9.946484946E0
1.432410750E1,-8.973085135E-2,-1.004985496E-1,9.906884193E0,9.907800261E0
1.432661521E1,-1.375873089E-1,-9.571290761E-2,9.921240807E0,9.922656417E0
1.432912912E1,-1.423729509E-1,-1.100698411E-1,9.906884193E0,9.908518550E0
1.433164297E1,-1.136590764E-1,-1.196411327E-1,9.926026344E0,9.927398016E0
1.433415068E1,-1.184447184E-1,-1.052841991E-1,9.930811882E0,9.932076246E0
1.433665844E1,-1.232303679E-1,-1.339980662E-1,9.926026344E0,9.927695613E0
1.433916615E1,-7.537391037E-2,-1.100698411E-1,9.926026344E0,9.926922765E0
1.434167385E1,-1.184447184E-1,-1.052841991E-1,9.926026344E0,9.927291317E0
1.434412385E1,-9.451649338E-2,-1.292124242E-1,9.930811882E0,9.932102187E0
1.434657385E1,-8.494520187E-2,-1.244267747E-1,9.930811882E0,9.931954609E0
1.434907792E1,-1.136590764E-1,-1.387837082E-1,9.959526062E0,9.961141435E0
1.435157208E1,-8.015955985E-2,-1.148554832E-1,9.921240807E0,9.922229411E0
1.435406620E1,-1.136590764E-1,-1.004985496E-1,9.926026344E0,9.927185771E0
1.435657026E1,-8.494520187E-2,-1.244267747E-1,9.892526627E0,9.893673775E0
1.435907432E1,-1.136590764E-1,-1.004985496E-1,9.964311600E0,9.965466572E0
1.436157781E1,-1.471585929E-1,-1.244267747E-1,9.945169449E0,9.947036395E0
1.436406354E1,-1.136590764E-1,-1.100698411E-1,9.930811882E0,9.932072210E0
1.436656703E1,-1.040877849E-1,-1.100698411E-1,9.902098656E0,9.903257415E0
1.436907052E1,-1.280160099E-1,-1.100698411E-1,9.882955551E0,9.884397498E0
1.437157396E1,-6.580262631E-2,-1.052841991E-1,9.945169449E0,9.945944405E0
1.437407745E1,-1.280160099E-1,-1.100698411E-1,9.916455269E0,9.917892345E0
1.437658099E1,-1.040877849E-1,-1.387837082E-1,9.887741089E0,9.889262815E0
1.437908521E1,-7.058826834E-2,-1.292124242E-1,9.926026344E0,9.927118290E0
1.438161833E1,-8.973085135E-2,-1.531406492E-1,9.940383911E0,9.941968416E0
1.438412255E1,-1.328016520E-1,-1.244267747E-1,9.916455269E0,9.918124994E0
1.438662677E1,-1.663011760E-1,-1.196411327E-1,9.911669731E0,9.913786710E0
1.438913094E1,-7.058826834E-2,-8.614161611E-2,9.906884193E0,9.907510157E0
1.439163516E1,-1.040877849E-1,-1.244267747E-1,9.926026344E0,9.927351876E0
1.439413932E1,-8.494520187E-2,-1.196411327E-1,9.959526062E0,9.960606862E0
1.439664354E1,-1.232303679E-1,-1.100698411E-1,9.926026344E0,9.927401477E0
1.439914776E1,-9.451649338E-2,-1.339980662E-1,9.935597420E0,9.936950485E0
1.440165214E1,-9.930214286E-2,-8.135596663E-2,9.930811882E0,9.931641574E0
1.440416214E1,-1.184447184E-1,-1.483550072E-1,9.940383911E0,9.942196471E0
1.440666651E1,-1.184447184E-1,-1.004985496E-1,9.897313118E0,9.898532016E0
1.440917083E1,-1.184447184E-1,-1.435693651E-1,9.949954987E0,9.951695612E0
1.441167521E1,-1.088734269E-1,-1.339980662E-1,9.949954987E0,9.951452816E0
1.441417964E1,-9.451649338E-2,-9.092725813E-2,9.906884193E0,9.907752296E0
1.441668401E1,-9.930214286E-2,-1.148554832E-1,9.926026344E0,9.927187501E0
1.441923401E1,-1.328016520E-1,-1.387837082E-1,9.911669731E0,9.913530857E0
1.442178401E1,-8.973085135E-2,-1.004985496E-1,9.959526062E0,9.960437288E0
1.442429120E1,-1.375873089E-1,-1.196411327E-1,9.930811882E0,9.932485535E0
1.442681302E1,-1.088734269E-1,-6.699903309E-2,9.926026344E0,9.926849514E0
1.442933479E1,-1.375873089E-1,-1.387837082E-1,9.926026344E0,9.927949948E0
1.443184198E1,-1.088734269E-1,-1.387837082E-1,9.926026344E0,9.927593532E0
1.443434922E1,-1.040877849E-1,-1.100698411E-1,9.945169449E0,9.946323190E0
1.443685641E1,-9.930214286E-2,-9.092725813E-2,9.940383911E0,9.941295740E0
1.443936365E1,-9.451649338E-2,-1.292124242E-1,9.892526627E0,9.893821925E0
1.444182068E1,-1.375873089E-1,-8.614161611E-2,9.945169449E0,9.946494157E0
1.444427771E1,-9.930214286E-2,-1.196411327E-1,9.949954987E0,9.951169738E0
1.444673474E1,-9.930214286E-2,-1.339980662E-1,9.906884193E0,9.908287986E0
1.444923797E1,-1.471585929E-1,-1.148554832E-1,9.902098656E0,9.903858098E0
1.445174120E1,-1.088734269E-1,-9.092725813E-2,9.949954987E0,9.950966055E0
1.445424443E1,-1.328016520E-1,-1.100698411E-1,9.940383911E0,9.941880303E0
1.445674766E1,-1.040877849E-1,-1.148554832E-1,9.940383911E0,9.941592345E0
1.445925141E1,-8.494520187E-2,-1.292124242E-1,9.921240807E0,9.922445801E0
1.446176354E1,-1.040877849E-1,-1.244267747E-1,9.916455269E0,9.917782080E0
1.446427562E1,-1.088734269E-1,-1.244267747E-1,9.930811882E0,9.932188081E0
1.446677938E1,-1.088734269E-1,-1.004985496E-1,9.892526627E0,9.893636159E0
1.446928318E1,-1.471585929E-1,-1.052841991E-1,9.911669731E0,9.913321203E0
1.447178693E1,-1.232303679E-1,-1.435693651E-1,9.897313118E0,9.899121418E0
1.447429068E1,-1.423729509E-1,-1.387837082E-1,9.930811882E0,9.932802002E0
1.447684068E1,-9.451649338E-2,-1.004985496E-1,9.921240807E0,9.922199981E0
1.447939068E1,-8.494520187E-2,-9.571290761E-2,9.906884193E0,9.907710688E0
1.448192333E1,-1.232303679E-1,-1.196411327E-1,9.940383911E0,9.941867633E0
1.448445604E1,-7.058826834E-2,-1.148554832E-1,9.940383911E0,9.941298043E0
1.448698870E1,-1.040877849E-1,-1.052841991E-1,9.926026344E0,9.927130402E0
1.448949651E1,-8.015955985E-2,-9.571290761E-2,9.949954987E0,9.950738201E0
1.449200438E1,-1.328016520E-1,-1.292124242E-1,9.935597420E0,9.937325003E0
1.449451219E1,-1.184447184E-1,-8.614161611E-2,9.878170013E0,9.879255657E0
1.449702000E1,-8.494520187E-2,-8.614161611E-2,9.911669731E0,9.912408029E0
1.449947000E1,-1.136590764E-1,-9.092725813E-2,9.906884193E0,9.907953400E0
1.450192000E1,-7.537391037E-2,-1.292124242E-1,9.911669731E0,9.912798492E0
1.450437000E1,-1.328016520E-1,-1.148554832E-1,9.959526062E0,9.961073609E0
1.450687292E1,-9.930214286E-2,-1.292124242E-1,9.921240807E0,9.922579096E0
1.450936188E1,-8.015955985E-2,-1.292124242E-1,9.921240807E0,9.922405986E0
1.451186479E1,-1.184447184E-1,-1.196411327E-1,9.892526627E0,9.893959077E0
1.451436771E1,-8.973085135E-2,-1.004985496E-1,9.935597420E0,9.936510840E0
1.451687162E1,-1.423729509E-1,-1.148554832E-1,9.954740524E0,9.956421081E0
1.451939141E1,-1.184447184E-1,-8.135596663E-2,9.897313118E0,9.898356172E0
1.452191120E1,-8.494520187E-2,-1.052841991E-1,9.887741089E0,9.888666457E0
1.452441510E1,-1.328016520E-1,-1.196411327E-1,9.911669731E0,9.913281351E0
1.452691906E1,-8.973085135E-2,-1.100698411E-1,9.916455269E0,9.917472062E0
1.452942297E1,-9.930214286E-2,-1.196411327E-1,9.926026344E0,9.927244024E0
1.453192693E1,-8.973085135E-2,-1.100698411E-1,9.964311600E0,9.965323510E0
1.453447693E1,-1.136590764E-1,-1.196411327E-1,9.935597420E0,9.936967771E0
1.453702693E1,-1.423729509E-1,-1.004985496E-1,9.902098656E0,9.903632051E0
1.453955151E1,-1.088734269E-1,-1.052841991E-1,9.930811882E0,9.931966715E0
1.454207615E1,-9.451649338E-2,-1.148554832E-1,9.940383911E0,9.941496741E0
1.454460073E1,-1.040877849E-1,-1.244267747E-1,9.926026344E0,9.927351876E0
1.454710813E1,-1.040877849E-1,-1.148554832E-1,9.882955551E0,9.884171006E0
1.454961557E1,-9.930214286E-2,-1.339980662E-1,9.983454704E0,9.984847732E0
1.455212297E1,-1.088734269E-1,-1.196411327E-1,9.921240807E0,9.922559477E0
1.455463042E1,-1.088734269E-1,-1.052841991E-1,9.964311600E0,9.965462550E0
1.455708583E1,-9.930214286E-2,-1.100698411E-1,9.921240807E0,9.922348282E0
1.455954130E1,-8.494520187E-2,-1.292124242E-1,9.926026344E0,9.927230758E0
1.456199672E1,-1.423729509E-1,-1.339980662E-1,9.959526062E0,9.961444921E0
1.456449995E1,-1.136590764E-1,-1.292124242E-1,9.911669731E0,9.913163526E0
1.456700318E1,-8.973085135E-2,-1.244267747E-1,9.882955551E0,9.884146097E0
1.456950641E1,-9.451649338E-2,-1.148554832E-1,9.940383911E0,9.941496741E0
1.457200964E1,-8.494520187E-2,-1.387837082E-1,9.964311600E0,9.965640083E0
1.457455964E1,-8.015955985E-2,-1.244267747E-1,9.892526627E0,9.893633844E0
1.457710964E1,-1.040877849E-1,-7.178468257E-2,9.906884193E0,9.907691039E0
1.457963766E1,-1.040877849E-1,-1.435693651E-1,9.964311600E0,9.965889428E0
1.458216568E1,-1.232303679E-1,-1.244267747E-1,9.926026344E0,9.927571039E0
1.458469370E1,-1.136590764E-1,-1.004985496E-1,9.940383911E0,9.941541663E0
1.458720073E1,-8.973085135E-2,-1.244267747E-1,9.892526627E0,9.893716021E0
1.458970781E1,-7.537391037E-2,-1.292124242E-1,9.911669731E0,9.912798492E0
1.459221484E1,-8.973085135E-2,-1.004985496E-1,9.945169449E0,9.946081990E0
1.459472193E1,-1.375873089E-1,-1.052841991E-1,9.945169449E0,9.946678360E0
1.459722901E1,-8.494520187E-2,-1.244267747E-1,9.949954987E0,9.951095515E0
1.459973557E1,-1.328016520E-1,-1.148554832E-1,9.911669731E0,9.913224749E0
1.460222099E1,-1.375873089E-1,-9.092725813E-2,9.926026344E0,9.927396286E0
1.460472755E1,-9.451649338E-2,-1.244267747E-1,9.969097137E0,9.970321616E0
1.460723406E1,-1.232303679E-1,-1.196411327E-1,9.940383911E0,9.941867633E0
1.460974062E1,-1.375873089E-1,-1.244267747E-1,9.921240807E0,9.922974929E0
1.461224724E1,-1.423729509E-1,-1.196411327E-1,9.959526062E0,9.961262141E0
1.461475380E1,-1.040877849E-1,-9.571290761E-2,9.921240807E0,9.922248453E0
1.461726037E1,-1.328016520E-1,-1.435693651E-1,9.906884193E0,9.908814403E0
1.461976698E1,-8.494520187E-2,-1.483550072E-1,9.902098656E0,9.903574238E0
1.462221698E1,-1.184447184E-1,-1.244267747E-1,9.911669731E0,9.913158328E0
1.462466698E1,-1.375873089E-1,-1.004985496E-1,9.949954987E0,9.951413692E0
1.462715328E1,-1.040877849E-1,-1.148554832E-1,9.964311600E0,9.965517132E0
1.462963964E1,-6.580262631E-2,-1.339980662E-1,9.906884193E0,9.908008876E0
1.463212594E1,-1.040877849E-1,-1.004985496E-1,9.902098656E0,9.903155659E0
1.463462896E1,-9.930214286E-2,-1.387837082E-1,9.964311600E0,9.965772799E0
1.463713198E1,-8.015955985E-2,-1.435693651E-1,9.926026344E0,9.927388212E0
1.463963500E1,-8.494520187E-2,-1.004985496E-1,9.906884193E0,9.907758075E0
