"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.980275140E1,2.940465510E-2,-2.366621792E-2,-4.688358307E-2,6.018965005E-2
1.980772541E1,1.973606646E-2,-4.444494843E-3,-3.699398041E-2,4.216420805E-2
1.981270323E1,-3.992989659E-3,1.461707056E-2,1.390123367E-1,1.398357339E-1
1.981768114E1,5.662992597E-3,9.620696306E-3,4.288387299E-2,4.431313400E-2
1.982265901E1,5.585864186E-3,-2.852210402E-2,1.327457428E-1,1.358901929E-1
1.982764057E1,3.874787688E-2,-3.775084019E-2,1.292705536E-2,5.562043382E-2
1.983261859E1,7.158131152E-2,-6.589667499E-2,1.315307617E-1,1.636050036E-1
1.983759666E1,2.842730284E-2,-5.112451315E-2,9.719753265E-2,1.134424424E-1
1.984257474E1,-2.391631901E-2,1.512527466E-3,9.638977051E-2,9.932404499E-2
1.984757234E1,-5.698655546E-2,1.567041874E-2,1.525669098E-1,1.636144599E-1
1.985255135E1,-2.815513313E-2,2.976286411E-2,-4.339599609E-2,5.968041621E-2
1.985753041E1,5.741699785E-2,-2.263580263E-2,-1.047658920E-1,1.215935168E-1
1.986250948E1,6.170932204E-2,-2.711366117E-2,-6.115436554E-2,9.101124915E-2
1.986748161E1,-9.905785322E-3,1.107782125E-2,6.756687164E-2,6.918182457E-2
1.987246026E1,-2.383647859E-2,1.576298475E-2,1.097440720E-1,1.134037510E-1
1.987743896E1,-4.725453258E-2,2.510695159E-2,2.085494995E-1,2.153050014E-1
1.988241765E1,1.958926022E-2,-8.260548115E-3,7.385444641E-2,7.685346463E-2
1.988740250E1,3.828634322E-2,-4.140219092E-2,1.207218170E-1,1.332431709E-1
1.989238146E1,1.424710453E-2,-1.258866489E-2,-4.173278809E-2,4.585935098E-2
1.989736047E1,-1.903752983E-2,-3.624790907E-2,3.934001923E-2,5.678006311E-2
1.990233948E1,-5.204279721E-2,-2.625122666E-3,-6.070327759E-2,8.000144949E-2
1.990731094E1,-1.850391924E-2,-1.687118411E-2,-1.746368408E-2,3.052887391E-2
1.991228953E1,3.385479748E-2,-1.659710705E-2,-3.631019592E-2,5.234540670E-2
1.991726818E1,9.532643855E-2,1.680964231E-2,-1.226425171E-2,9.757102967E-2
1.992224677E1,5.662062019E-2,2.452254295E-3,-2.663612366E-3,5.673625836E-2
1.992721953E1,3.886386752E-3,2.408578992E-3,3.534603119E-2,3.564052715E-2
1.993219781E1,-6.729888916E-2,-2.607269585E-2,-1.243114471E-2,7.323564235E-2
1.993717614E1,-4.302452505E-2,-1.632945240E-2,-2.830505371E-3,4.610610081E-2
1.994215448E1,1.903352141E-2,7.579684258E-3,-2.180099487E-2,2.991671654E-2
1.994713130E1,6.158242375E-2,-3.059919178E-2,-2.628326416E-3,6.881579435E-2
1.995210948E1,4.689930379E-2,1.242123544E-2,-1.210117340E-2,5.000270177E-2
1.995708776E1,-1.989392936E-2,-4.943680763E-2,2.245903015E-3,5.333676457E-2
1.996206599E1,-4.819883406E-2,-3.960098326E-2,-1.544742584E-1,1.665943036E-1
1.996703297E1,-5.257254839E-2,-1.085692644E-2,-1.626853943E-1,1.713134064E-1
1.997201057E1,-6.160815060E-2,-5.989000201E-3,-2.468013763E-1,2.544451841E-1
1.997698828E1,3.389847279E-2,-2.015562356E-2,-1.117858887E-1,1.185387722E-1
1.998196594E1,6.687774509E-2,-2.465419471E-2,2.685356140E-2,7.616807642E-2
1.998696109E1,7.114268094E-2,-5.290906131E-2,4.562568665E-2,9.971134892E-2
1.999193958E1,-9.995654225E-3,-1.445041597E-2,1.544637680E-1,1.554599088E-1
1.999691818E1,-2.888202667E-2,-2.865177393E-2,9.144496918E-2,1.000863527E-1
2.000189672E1,-2.397604287E-2,-5.682118237E-2,-1.562385559E-1,1.679701871E-1
2.000686255E1,1.882818341E-2,-3.722138703E-2,-8.845710754E-2,9.779873219E-2
2.001184041E1,9.456506371E-2,-3.208070993E-2,-2.064323425E-1,2.293164522E-1
2.001681833E1,5.106486380E-2,-3.653371334E-2,-5.274772644E-3,6.300917197E-2
2.002179625E1,-1.106885076E-2,-2.960026264E-3,-1.286907196E-1,1.291997776E-1
2.002678536E1,-3.933958709E-2,3.513397276E-2,-7.063293457E-2,8.815333573E-2
2.003176380E1,-1.052707434E-3,1.578450203E-3,1.182556152E-3,2.235651368E-3
2.003674229E1,8.476361632E-3,-4.583850503E-2,-3.206443787E-2,5.657866582E-2
2.004172073E1,2.752539515E-2,-2.643199265E-2,1.059122086E-1,1.125775001E-1
2.004670854E1,3.681495786E-3,2.255946398E-3,2.905559540E-2,2.937465454E-2
2.005168745E1,8.317157626E-3,-7.177859545E-3,1.931667328E-2,2.222230063E-2
2.005666640E1,-6.183221936E-3,-7.089078426E-3,-2.358245850E-2,2.538936027E-2
2.006164536E1,-4.884485900E-2,-2.119430900E-2,-2.338409424E-2,5.815354545E-2
2.006663036E1,-6.260870397E-2,-1.629167795E-2,6.703281403E-2,9.315936206E-2
2.007160953E1,-5.721479654E-2,-1.930490136E-3,-1.377096176E-1,1.491348334E-1
2.007658880E1,9.660840034E-3,2.914458513E-3,-1.365623474E-1,1.369346582E-1
2.008156807E1,3.329288960E-2,5.515339971E-2,-7.369422913E-2,9.788336633E-2
2.008652588E1,-4.488229752E-5,4.052911699E-2,-5.408096313E-2,6.758226033E-2
2.009150401E1,1.427544653E-2,3.547263145E-2,1.315631866E-1,1.370071824E-1
2.009648213E1,-4.814222455E-3,1.631638408E-2,1.209726334E-1,1.221629205E-1
2.010146031E1,-4.803001881E-3,2.016082406E-3,2.576723099E-1,2.577249555E-1
2.010644703E1,-1.914408803E-2,2.102386951E-2,8.601188660E-3,2.970655891E-2
2.011142552E1,-2.840703726E-2,5.406568944E-2,2.277565002E-2,6.518273372E-2
2.011640411E1,-1.859779656E-2,5.359187722E-2,-1.103706360E-1,1.240953046E-1
2.012138271E1,-6.585125625E-2,3.898017108E-2,1.401329041E-2,7.779597673E-2
2.012635177E1,-3.548786044E-3,6.247882545E-2,-4.783248901E-2,7.876639205E-2
2.013132984E1,-3.495916724E-3,5.729082227E-2,3.804111481E-2,6.885917634E-2
2.013630797E1,1.090541482E-2,2.370811999E-2,-9.756088257E-3,2.786008406E-2
2.014128604E1,-1.754872501E-2,-1.924920082E-2,1.517763138E-1,1.539952561E-1
2.014627989E1,-5.040904880E-2,9.378835559E-3,2.217416763E-1,2.275926312E-1
2.015125875E1,-4.521718621E-2,4.424422979E-3,1.391677856E-1,1.463961817E-1
2.015623765E1,4.049812257E-2,2.815982699E-2,-8.517265320E-2,9.842486800E-2
2.016121651E1,7.321546227E-2,-2.422791719E-2,4.374599457E-2,8.866345317E-2
2.016617958E1,4.418966174E-2,-9.855821729E-3,-1.038217545E-1,1.132643815E-1
2.017115760E1,3.455461562E-2,-9.795352817E-3,1.392192841E-1,1.437775346E-1
2.017613568E1,5.954667926E-3,4.509299994E-3,5.103111267E-3,9.046192632E-3
2.018111380E1,-3.622904420E-3,4.502296448E-3,3.118515015E-4,5.787344909E-3
2.018611068E1,1.057028770E-2,-2.399632335E-2,-7.091903687E-2,7.561127103E-2
2.019108968E1,6.268370897E-2,-2.366049588E-2,-7.507419586E-2,1.006240593E-1
2.019606870E1,6.687989086E-2,1.930290461E-2,1.867189407E-1,1.992723883E-1
2.020104776E1,4.824399948E-3,2.856352925E-2,1.329317093E-1,1.360514218E-1
2.020602010E1,-4.638344049E-3,1.880605519E-2,2.362918854E-1,2.370844513E-1
2.021099875E1,4.275381565E-2,-9.814262390E-3,6.812381744E-2,8.102507638E-2
2.021597744E1,2.791403234E-2,4.646524787E-3,-1.033906937E-1,1.071933717E-1
2.022095614E1,4.654192924E-2,-9.608700871E-3,-5.979442596E-2,7.637965493E-2
2.022592443E1,8.293658495E-3,-1.440465450E-2,-7.354259491E-2,7.539756036E-2
2.023090255E1,-2.024312317E-2,4.686087370E-3,-2.544498444E-2,3.285103779E-2
2.023588073E1,-2.020786703E-2,9.528994560E-3,-9.645938873E-2,9.901299562E-2
2.024085890E1,4.635830224E-2,-1.421166956E-2,-8.141040802E-2,9.475609886E-2
2.024584890E1,1.750437915E-2,-1.886504889E-2,6.172275543E-2,6.687295341E-2
2.025082760E1,1.289455593E-2,-1.873111725E-2,-1.001548767E-2,2.484822568E-2
2.025580635E1,8.166402578E-3,-1.865053177E-2,1.381111145E-2,2.460242398E-2
2.026078515E1,-2.997079492E-2,-9.021386504E-3,-5.753326416E-2,6.549588115E-2
2.026574062E1,3.667710721E-2,-3.265985847E-2,-1.235332489E-1,1.329373542E-1
2.027071812E1,2.679333091E-2,4.377388954E-2,-8.537292480E-3,5.202808232E-2
2.027569573E1,5.028460920E-2,4.333284497E-2,-7.969570160E-2,1.037192471E-1
2.028067333E1,3.100034595E-2,3.355515003E-2,-7.902812958E-2,9.128206180E-2
2.028566521E1,1.166765392E-2,3.325141966E-2,-1.116113663E-1,1.170422494E-1
2.029064349E1,-7.399260998E-3,9.260013700E-3,-1.344232559E-1,1.349448356E-1
2.029562177E1,-2.618044615E-3,9.211808443E-3,-6.207561493E-2,6.280997963E-2
2.030060010E1,6.922036409E-3,9.165585041E-3,-1.232881546E-1,1.238220158E-1
2.030558833E1,2.588169277E-2,-1.451963186E-2,8.192729950E-2,8.713646845E-2
2.031056708E1,3.038457036E-2,1.887059212E-2,5.197525024E-4,3.577137830E-2
2.031554594E1,1.714885235E-3,-1.986771822E-4,9.548854828E-2,9.550415256E-2
2.032052474E1,-2.196434140E-2,-1.446731389E-2,2.346611023E-2,3.524760692E-2
2.032549114E1,-7.874204218E-2,-3.331026435E-2,-1.286802292E-1,1.544942857E-1
2.033046927E1,-5.442552269E-2,-4.249994457E-2,-4.213619232E-2,8.089401406E-2
2.033544744E1,-6.464719772E-3,-4.128053784E-3,-1.652450562E-1,1.654229791E-1
2.034042562E1,7.911145687E-3,6.830096245E-4,3.082180023E-2,3.182822800E-2
2.034542224E1,5.535357445E-2,7.587671280E-4,-7.390022278E-2,9.233545830E-2
2.035040130E1,1.703204215E-2,1.513130963E-2,3.593540192E-2,4.254879671E-2
2.035538036E1,-4.940792918E-2,5.588606000E-3,-5.932903290E-2,7.741001310E-2
2.036035948E1,-1.010517478E-1,-4.028841853E-3,3.138732910E-2,1.058907537E-1
2.036531406E1,-2.431443334E-2,-5.150337517E-2,-4.010391235E-2,6.965711097E-2
2.037029187E1,9.436090291E-2,-4.139006138E-2,5.994892120E-2,1.192098584E-1
2.037526974E1,8.869276941E-2,-2.197000384E-2,1.196479797E-2,9.215337652E-2
2.038024760E1,2.160240710E-2,1.148149371E-2,6.884956360E-2,7.306675782E-2
2.038522375E1,-6.867243350E-2,1.605968177E-2,-7.417869568E-2,1.023537757E-1
2.039020146E1,-4.897849262E-2,2.545180917E-2,-3.557014465E-2,6.566523068E-2
2.039517922E1,1.297464967E-2,-3.646181524E-2,6.919097900E-2,7.927923486E-2
2.040015698E1,5.082660913E-2,-5.512379110E-2,-3.585243225E-2,8.311060967E-2
2.040514151E1,2.188313007E-2,-4.519070685E-2,1.069002151E-1,1.181047305E-1
2.041011958E1,-3.035278618E-2,3.119078279E-2,-3.203392029E-3,4.363964116E-2
2.041509771E1,-4.427085817E-2,5.955599248E-2,1.535272598E-1,1.705210973E-1
2.042007583E1,-2.973859012E-2,2.110147476E-2,4.778003693E-2,6.010480770E-2
2.042509052E1,1.791247725E-2,-1.698055863E-2,1.565971375E-1,1.585303115E-1
2.043007041E1,5.112944543E-2,-4.049953818E-2,3.658390045E-2,7.478512256E-2
2.043505036E1,-1.403331757E-3,7.404938340E-3,2.678585052E-2,2.782596342E-2
2.044003036E1,-4.405458272E-2,2.631554008E-2,-6.675720215E-3,5.174822845E-2
2.044498218E1,-2.947175503E-2,3.097823262E-2,1.712417603E-2,4.605944686E-2
2.044996068E1,-8.173584938E-4,-2.437397838E-3,5.971813202E-2,5.977344122E-2
2.045493922E1,3.245224059E-2,-3.562760353E-2,6.871795654E-2,8.393230370E-2
2.045991776E1,4.170313478E-2,1.207797229E-2,1.156291962E-1,1.235116993E-1
2.046487265E1,-2.024766803E-2,4.994215071E-2,-8.793830872E-3,5.460327774E-2
2.046984994E1,-5.799138546E-2,3.995350003E-2,9.099769592E-2,1.150646063E-1
2.047482724E1,-4.318810999E-2,3.020556271E-2,8.074569702E-2,9.642331902E-2
2.047980458E1,-1.216828823E-4,-1.744912565E-2,9.906768799E-2,1.005927114E-1
2.048481838E1,6.158066541E-2,-2.197042108E-2,5.075836182E-2,8.277251385E-2
2.048979750E1,8.858352900E-3,8.745626360E-2,6.933021545E-2,1.119542194E-1
2.049477672E1,-4.812183976E-2,5.346471071E-2,-2.146816254E-2,7.506709503E-2
2.049975588E1,-5.239170790E-2,7.608383894E-4,5.468750000E-2,7.573765634E-2
2.050472901E1,-3.299103677E-2,-8.712753654E-3,-1.224708557E-2,3.625343692E-2
2.050970781E1,9.940147400E-3,-2.755369246E-2,2.099990845E-3,2.936703015E-2
2.051468672E1,5.726211518E-2,-3.605693579E-3,-1.403741837E-1,1.516471638E-1
2.051966557E1,4.251050949E-2,-3.494411707E-3,-9.171867371E-2,1.011517149E-1
2.052460791E1,3.268140554E-2,2.980373800E-2,7.049560547E-2,8.322239757E-2
2.052958489E1,-1.974886656E-2,-1.800508797E-2,1.767444611E-2,3.204039588E-2
2.053456187E1,-2.900676429E-2,-1.312901080E-2,6.976127625E-2,7.668375944E-2
2.053953890E1,1.863977313E-2,-4.158687592E-2,-1.065168381E-1,1.158565759E-1
2.054452760E1,3.270195425E-2,-1.272109151E-2,-1.008806229E-1,1.068089137E-1
2.054950521E1,6.574343890E-2,-7.784590125E-3,-1.570186615E-1,1.704044004E-1
2.055448281E1,6.047140807E-2,3.979341686E-2,1.998519897E-2,7.509803857E-2
2.055946041E1,3.624829650E-2,2.994155884E-2,1.506996155E-2,4.937144606E-2
2.056445213E1,-2.101135254E-2,2.011854947E-2,-1.829624176E-2,3.436546858E-2
2.056943041E1,-3.985917568E-2,2.942463756E-2,8.497238159E-4,4.955083462E-2
2.057440875E1,-4.430344701E-2,1.005692780E-2,-1.416149139E-1,1.487236399E-1
2.057938708E1,-1.082715392E-2,5.305022001E-3,-1.736745834E-1,1.740925945E-1
2.058436531E1,8.176922798E-3,5.393415689E-3,-1.627292633E-1,1.630238146E-1
2.058934359E1,2.248200774E-2,3.861691058E-2,6.655788422E-2,8.016644189E-2
2.059432193E1,-1.081810892E-2,2.872343361E-2,4.273414612E-3,3.098917862E-2
2.059930021E1,-6.060585380E-3,2.205371857E-5,-5.274486542E-2,5.309192038E-2
2.060429713E1,3.457888961E-3,-4.697561264E-3,-9.029293060E-2,9.048114386E-2
2.060927635E1,-2.498537302E-2,-6.641292572E-2,5.430221558E-3,7.116482891E-2
2.061425557E1,-1.515343785E-2,-2.319769561E-2,-1.323204041E-1,1.351904179E-1
2.061923484E1,-2.455307543E-2,-2.297541499E-2,1.740455627E-3,3.367123985E-2
2.062420750E1,1.361063123E-2,2.472993731E-2,-1.169862747E-1,1.203437059E-1
2.062918635E1,4.190707207E-2,3.885050118E-2,-5.902957916E-2,8.215872046E-2
2.063416526E1,2.744005620E-2,5.280117691E-2,7.944107056E-3,6.003357231E-2
2.063914422E1,2.269601822E-2,-9.445533156E-3,7.880210876E-3,2.581520992E-2
2.064411963E1,3.639489412E-3,-1.883408427E-2,1.265296936E-1,1.279755132E-1
2.064909833E1,2.262443304E-2,-1.869881153E-2,-7.870960236E-2,8.400423814E-2
2.065407703E1,3.463163972E-3,-3.260132670E-2,8.339881897E-2,8.961140002E-2
2.065905578E1,-1.240700483E-3,-3.860354424E-3,4.471683502E-2,4.490030076E-2
2.066404073E1,5.107767880E-2,1.519559324E-2,1.013278961E-1,1.144865837E-1
2.066901974E1,2.693183720E-2,5.601733923E-3,2.925682068E-2,4.015799838E-2
2.067399880E1,2.986192703E-3,-3.245459497E-2,-3.271770477E-2,4.618079998E-2
2.067897781E1,-6.513401866E-3,-3.215438128E-2,1.504039764E-2,3.609074951E-2
2.068393109E1,-4.437194765E-2,-5.090355873E-2,-9.904766083E-2,1.198769417E-1
2.068890880E1,-2.498592436E-2,-5.994661152E-2,-8.397579193E-2,1.061594380E-1
2.069388656E1,-1.050995290E-2,-1.662863791E-2,1.644420624E-2,2.563947401E-2
2.069886427E1,1.814411581E-2,2.637267113E-3,1.207780838E-1,1.221618175E-1
2.070385140E1,5.610781163E-2,1.214209199E-2,2.194929123E-1,2.268758592E-1
2.070882953E1,7.470872253E-2,-4.971200228E-2,4.671859741E-2,1.011696780E-1
2.071380776E1,1.717972755E-2,-5.401726067E-2,-1.539897919E-2,5.873785874E-2
2.071878599E1,-5.891607702E-2,-3.459639847E-2,-2.951622009E-2,7.442595090E-2
2.072377765E1,-7.734335959E-2,-3.427906334E-2,-8.150196075E-2,1.174717799E-1
2.072875651E1,7.986821234E-2,-2.905926108E-2,-2.383899689E-2,8.827043542E-2
2.073373536E1,1.455472112E-1,-1.919269562E-4,-4.645347595E-3,1.456214502E-1
2.073871427E1,7.328788191E-2,4.481911659E-3,7.611846924E-2,1.057602124E-1
2.074365484E1,-5.525000393E-2,4.715797305E-2,8.498477936E-2,1.117982562E-1
2.074863172E1,-1.259415150E-1,4.674172401E-2,3.553390503E-3,1.343825902E-1
2.075360870E1,-4.904836416E-2,1.329751313E-2,5.101108551E-2,7.200483822E-2
2.075858562E1,4.624919593E-2,-3.421710432E-2,3.159236908E-2,6.563441274E-2
2.076357651E1,6.957625598E-2,-1.475106180E-2,1.405477524E-1,1.575186336E-1
2.076855411E1,1.208901405E-2,1.389259100E-2,1.061391830E-1,1.077249949E-1
2.077353177E1,-5.911141634E-2,6.598702073E-2,1.337471008E-1,1.604267229E-1
2.077850943E1,-7.289424539E-2,4.652515054E-2,8.514881134E-2,1.213609522E-1
2.078349396E1,-6.761956215E-2,-1.423135400E-3,-3.902435303E-2,7.808540599E-2
2.078847187E1,-2.909700572E-2,-1.087929308E-2,-1.764059067E-1,1.791201794E-1
2.079344989E1,-5.721773207E-2,8.391022682E-3,-8.470916748E-2,1.025666670E-1
2.079842786E1,4.200041294E-4,3.214558959E-2,2.521705627E-2,4.085847844E-2
2.080341776E1,2.423574030E-2,5.575312674E-2,1.627168655E-1,1.737025060E-1
2.080839635E1,-9.131178260E-3,3.084823489E-3,1.661109924E-1,1.663903734E-1
2.081337494E1,-2.792227268E-2,-2.070583403E-2,1.694774628E-1,1.730057666E-1
2.081835354E1,-4.676580429E-2,-1.095424592E-2,9.208965302E-2,1.038630837E-1
2.082334765E1,2.471646667E-2,-1.336097717E-3,-1.128644943E-1,1.155468864E-1
2.082832698E1,1.962649822E-2,5.093908310E-2,-1.071777344E-1,1.202790770E-1
2.083330635E1,5.292013288E-3,8.848009259E-2,-4.930210114E-2,1.014269657E-1
2.083828578E1,-3.255994618E-2,7.827473432E-2,3.346443176E-3,8.484269450E-2
2.084323005E1,-2.282035351E-2,5.855344236E-2,-4.416847229E-2,7.681229127E-2
2.084820760E1,-2.260890603E-2,3.904984891E-2,1.793003082E-2,4.855449863E-2
2.085318521E1,-3.405243158E-3,1.496025920E-2,-1.056804657E-1,1.067884163E-1
2.085816281E1,2.038690448E-2,-1.352034509E-2,-5.731201172E-2,6.231446295E-2
2.086316271E1,-1.780205965E-2,-6.075701118E-2,-9.007167816E-2,1.100964802E-1
2.086814135E1,-4.121717811E-2,-1.748445630E-2,8.162879944E-2,9.310114328E-2
2.087312010E1,3.048051894E-2,-7.916480303E-3,4.771041870E-2,5.716657019E-2
2.087809885E1,6.813228875E-2,-2.206622064E-2,-1.378793716E-1,1.553693921E-1
2.088305437E1,9.597471356E-2,-5.034451187E-2,-2.276706696E-2,1.107431933E-1
2.088803187E1,4.301698506E-2,-5.469672382E-2,-2.505044937E-1,2.599897959E-1
2.089300943E1,-1.419571042E-2,-7.336258888E-2,-6.797504425E-2,1.010158120E-1
2.089798698E1,-4.718916118E-2,-1.599252224E-3,-2.193593979E-1,2.243834218E-1
2.090298885E1,-4.090532660E-3,1.279516518E-2,-8.932018280E-2,9.032465757E-2
2.090796755E1,8.608388901E-2,3.272697330E-3,-5.533599854E-2,1.023875931E-1
2.091294635E1,1.091855466E-1,3.273576498E-3,6.858825684E-2,1.289827464E-1
2.091792515E1,8.935721219E-2,-6.169527769E-3,6.801986694E-2,1.124698926E-1
2.092288328E1,-1.583115757E-2,2.715019882E-2,1.101903915E-1,1.145848211E-1
2.092786094E1,-8.210368454E-2,1.255157590E-2,5.626678467E-5,8.305757184E-2
2.093283870E1,-5.775813758E-2,2.197292447E-2,-4.743003845E-2,7.790006685E-2
2.093781640E1,2.326007187E-2,-1.136690378E-2,-1.325082779E-1,1.350136332E-1
2.094279140E1,1.131544411E-1,-1.113890111E-2,-1.314029694E-1,1.737663460E-1
2.094776890E1,8.379498124E-2,1.272614300E-2,2.639389038E-2,8.877044016E-2
2.095274651E1,-4.018431902E-2,1.724094152E-2,1.192855835E-2,4.532460771E-2
2.095772411E1,-8.250941336E-2,-1.616622508E-2,7.081985474E-3,8.437597196E-2
2.096272526E1,-6.290829182E-2,-3.499722481E-2,-2.146911621E-2,7.512111470E-2
2.096770396E1,4.680247605E-2,-7.261238992E-2,5.943489075E-2,1.048596070E-1
2.097268276E1,4.163402319E-2,-4.828727245E-2,1.159210205E-1,1.322979046E-1
2.097766156E1,-1.321658492E-3,-2.421785891E-2,1.998519897E-2,3.142705283E-2
2.098264208E1,-2.492636442E-2,9.253188968E-3,5.780982971E-2,6.363113672E-2
2.098762088E1,-5.318528414E-2,4.714000225E-2,8.581924438E-2,1.114261952E-1
2.099259979E1,-5.287036300E-3,8.684501052E-3,2.812004089E-2,2.990167238E-2
2.099757864E1,8.868128061E-3,-2.934607863E-2,-4.809188843E-2,5.703214672E-2
2.100256114E1,8.766338229E-3,-5.276356637E-2,-8.567810059E-2,1.010028690E-1
2.100754015E1,-7.292032242E-4,-4.756912589E-3,-4.697322845E-2,4.721910785E-2
2.101251916E1,-5.449339747E-3,3.324824572E-2,6.738185883E-2,7.533562269E-2
2.101749823E1,-1.498307288E-2,4.509955645E-3,9.056186676E-2,9.190366632E-2
2.102245729E1,-6.955862045E-4,-4.994198680E-3,1.182975769E-1,1.184049938E-1
2.102743526E1,4.132181406E-3,-1.213103533E-4,1.284790039E-2,1.349659897E-2
2.103241333E1,-3.381468356E-2,-1.438903809E-2,4.598140717E-2,5.886227184E-2
2.103739135E1,-4.775610566E-2,-2.853707969E-2,-1.886367798E-3,5.566479075E-2
2.104239187E1,-9.399190545E-3,-2.346923947E-2,2.187252045E-2,3.342988386E-2
2.104737099E1,4.841417074E-3,-4.213263094E-2,-9.227275848E-2,1.015522519E-1
2.105235021E1,1.281350851E-4,5.889102817E-3,-4.401397705E-2,4.440639736E-2
2.105732937E1,-3.762866557E-2,4.390920699E-2,-2.939701080E-2,6.487001753E-2
2.106228656E1,-3.948405385E-3,5.532160401E-3,8.006572723E-2,8.035368928E-2
2.106726458E1,4.834127426E-2,-3.247296810E-2,6.040573120E-2,8.390604756E-2
2.107224260E1,7.619161159E-2,-3.686968982E-2,-7.305717468E-2,1.118118351E-1
2.107722068E1,-2.925544977E-4,1.105672121E-2,-1.071357727E-2,1.539861715E-2
2.108220609E1,-4.749023914E-2,1.574207842E-2,-2.011680603E-2,5.392422213E-2
2.108718448E1,-4.701893032E-2,1.089134812E-2,1.177587509E-1,1.272655676E-1
2.109216291E1,2.436359227E-2,-8.165240288E-3,8.353519440E-2,8.739785169E-2
2.109714135E1,9.055837989E-2,-3.170628846E-2,4.485225677E-2,1.059142759E-1
2.110210208E1,5.189104378E-2,-2.191621065E-2,-3.005027771E-3,5.640949305E-2
2.110707958E1,-3.388653696E-2,-2.710625529E-3,-2.672004700E-2,4.323893834E-2
2.111205708E1,-5.732436478E-2,4.477447271E-2,3.048419952E-2,7.886775403E-2
2.111703463E1,-1.419234276E-2,2.554155886E-2,4.447650909E-2,5.321610361E-2
2.112203208E1,5.712436885E-2,-1.257775724E-2,5.835247040E-2,8.262205695E-2
2.112701057E1,7.102162391E-2,1.801520586E-3,1.101026535E-1,1.310340065E-1
2.113198911E1,4.128813744E-3,6.617814302E-3,1.422023773E-2,1.621905454E-2
2.113696765E1,-5.756045878E-2,2.073264122E-2,1.885032654E-2,6.401861946E-2
2.114194640E1,-5.721314251E-2,-1.739990711E-2,3.293704987E-2,6.827114836E-2
2.114692489E1,-2.832652628E-2,-3.141918778E-2,-7.655239105E-2,8.746328389E-2
2.115190349E1,-4.429131746E-3,-2.585172653E-3,-2.842903137E-2,2.888788934E-2
2.115688203E1,1.926912367E-2,3.555780649E-2,-6.617832184E-2,7.755789458E-2
2.116184609E1,9.684816003E-3,4.478897154E-2,1.148176193E-1,1.236241616E-1
2.116682385E1,-5.199854076E-2,3.009474277E-2,1.414203644E-2,6.172146287E-2
2.117180166E1,-1.371164620E-2,-8.166491985E-3,-1.331815720E-1,1.341343802E-1
2.117677948E1,-3.272470832E-2,-5.080595613E-2,-1.463193893E-1,1.583082923E-1
2.118178104E1,-3.885120153E-3,-4.565745592E-2,-1.118593216E-1,1.208809549E-1
2.118676000E1,1.046936214E-2,6.396660209E-2,-4.444599152E-2,7.859249257E-2
2.119173901E1,1.040440798E-2,7.290808111E-2,4.139709473E-2,8.448407808E-2
2.119671807E1,-2.764901519E-2,7.222662121E-2,7.811546326E-3,7.773141648E-2
2.120171354E1,-6.543663144E-2,2.886572480E-2,7.745742798E-3,7.193871930E-2
2.120669338E1,-6.977321208E-2,-4.689827561E-3,-8.729267120E-2,1.118494794E-1
2.121167323E1,-2.184225619E-2,1.283288002E-4,-1.340522766E-1,1.358201513E-1
2.121665307E1,-2.153348923E-2,4.284127057E-2,-4.271221161E-2,6.421369513E-2
2.122161531E1,-1.178073883E-2,9.272813797E-3,-1.373243332E-1,1.381403032E-1
2.122659422E1,1.202997565E-2,4.476800561E-3,1.526832581E-3,1.292645641E-2
2.123157318E1,1.195201278E-2,-9.724020958E-3,-1.409387589E-1,1.417784925E-1
2.123655213E1,1.192793250E-2,-4.813358188E-3,-1.630020142E-2,2.076392441E-2
2.124152896E1,2.302646637E-3,-1.898981631E-2,-1.918582916E-1,1.928095417E-1
2.124650776E1,-2.148894966E-2,-3.309951723E-2,-1.456642151E-2,4.206582501E-2
2.125148661E1,-2.241432667E-3,-5.648422241E-2,-1.141605377E-1,1.273896376E-1
2.125646547E1,-1.649816334E-2,-2.269209921E-2,1.974964142E-2,3.430989794E-2
2.126142791E1,2.159851789E-2,-8.280694485E-3,-4.158020020E-3,2.350223408E-2
2.126640588E1,7.357092947E-2,4.405069351E-2,4.810905457E-2,9.832408857E-2
2.127138390E1,8.237376809E-2,1.986567676E-2,9.044170380E-2,1.239345979E-1
2.127636192E1,3.902633488E-2,6.306916475E-4,-5.331039429E-4,3.903507123E-2
2.128132719E1,7.884353399E-4,1.004718244E-2,-5.283355713E-4,1.009190982E-2
2.128630448E1,-8.586436510E-3,-1.369871199E-2,-1.952085495E-1,1.958768986E-1
2.129128182E1,-3.703576326E-2,2.453748882E-2,-1.788520813E-2,4.789171941E-2
2.129625922E1,3.927107155E-2,1.961424947E-2,6.298923492E-2,7.677616531E-2
2.130127474E1,7.215418667E-2,2.902951837E-2,9.570503235E-2,1.233223127E-1
2.130625396E1,4.772932827E-2,2.733767033E-4,9.490585327E-2,1.062322197E-1
2.131123323E1,4.721790552E-3,-2.338942885E-2,5.613040924E-2,6.099166771E-2
2.131621255E1,-1.423601806E-2,-2.796627581E-2,2.242374420E-2,3.856943216E-2
2.132118224E1,9.700477123E-3,-1.345883310E-2,8.871746063E-2,9.025534480E-2
